secs,km,power,hr,cad,alt
0,0,121,,41,8.2
1,0.0026,137,,47,8
2,0.0061,124,,55,8
3,0.01,91,,55,7.8
4,0.0145,91,,56,7.6
5,0.0194,39,,57,7.6
6,0.0246,52,,69,7.4
7,0.0305,52,,83,7.2
8,0.0362,111,,85,6.8
9,0.0428,102,,84,6.6
10,0.0493,106,,85,6.4
11,0.0565,87,,87,6.2
12,0.0638,95,,90,6
13,0.0717,114,,94,5.8
14,0.0795,130,,90,5.6
15,0.0879,158,,84,5.4
16,0.0963,147,,56,5.2
17,0.105,138,,57,5
18,0.1143,147,,59,4.8
19,0.1237,144,,60,4.6
20,0.133,141,,60,4.4
21,0.1422,141,,63,4.2
22,0.1522,146,,63,4
23,0.1616,139,,64,3.8
24,0.1715,147,,65,3.6
25,0.1815,154,,65,3.4
26,0.1915,154,,67,3.2
27,0.2021,153,,67,3
28,0.2121,162,,67,2.8
29,0.2228,154,,67,2.6
30,0.2332,139,,68,2.4
31,0.2438,138,,68,2.2
32,0.2545,141,,69,2
33,0.2661,143,,69,2
34,0.2764,143,,69,1.8
35,0.2867,147,,70,1.6
36,0.297,158,,69,1.6
37,0.3069,167,,70,1.6
38,0.3174,173,,70,1.4
39,0.3276,166,,70,1.4
40,0.3381,163,,71,1.4
41,0.3483,168,,70,1.4
42,0.3589,173,,70,1.4
43,0.3688,192,,70,1.4
44,0.3791,186,,69,1.4
45,0.3893,164,,69,1.4
46,0.3997,157,,69,1.4
47,0.4101,163,,69,1.4
48,0.4208,169,,68,1.4
49,0.4311,170,,68,1.6
50,0.4415,172,,69,1.6
51,0.4522,181,,68,1.6
52,0.4623,193,,69,1.6
53,0.4728,200,,68,1.6
54,0.4827,187,,69,1.6
55,0.4933,168,,67,1.6
56,0.5033,146,,69,1.6
57,0.5131,151,,71,1.6
58,0.5238,157,,72,1.6
59,0.5333,151,,71,1.6
60,0.5436,150,,72,1.6
61,0.5534,152,,72,1.6
62,0.5631,145,,71,1.6
63,0.5728,154,,72,1.6
64,0.5825,198,,73,1.6
65,0.5925,195,,72,1.6
66,0.6021,176,,73,1.6
67,0.6117,167,,72,1.6
68,0.6214,160,,71,1.6
69,0.6311,150,,71,1.6
70,0.6407,148,,72,1.6
71,0.65,152,,72,1.6
72,0.6597,152,,71,1.6
73,0.6695,152,,72,1.6
74,0.679,152,,72,1.6
75,0.688,158,,71,1.6
76,0.6977,164,,72,1.6
77,0.7067,164,,71,1.6
78,0.7163,160,,72,1.6
79,0.7256,160,,72,1.6
80,0.7347,160,,71,1.6
81,0.7443,162,,72,1.6
82,0.7535,162,,71,1.6
83,0.7628,166,,72,1.6
84,0.7721,173,,72,1.6
85,0.782,177,,73,1.6
86,0.7915,179,,72,1.6
87,0.8012,180,,72,1.6
88,0.811,178,,73,1.6
89,0.8207,177,,72,1.6
90,0.8305,175,,73,1.6
91,0.8401,176,,73,1.6
92,0.8498,172,,73,1.6
93,0.8595,167,,73,1.6
94,0.8694,164,,74,1.6
95,0.879,168,,73,1.6
96,0.8883,168,,72,1.6
97,0.898,169,,73,1.6
98,0.9078,177,,74,1.6
99,0.917,183,,73,1.6
100,0.9266,183,,74,1.6
101,0.936,183,,74,1.6
102,0.9454,180,,73,1.6
103,0.9546,171,,73,1.6
104,0.9641,161,,73,1.6
105,0.9735,167,,74,1.6
106,0.9827,175,,74,1.6
107,0.9919,176,,73,1.6
108,1.001,178,,72,1.8
109,1.0101,186,,72,1.8
110,1.0191,189,,72,2
111,1.028,194,,72,2
112,1.0368,201,,71,2
113,1.0456,200,,71,2.2
114,1.0544,187,,71,2.2
115,1.0633,166,,77,2.4
