secs,km,power,hr,cad,alt
0,0,120,,95,9.4
1,0.00621,171,,101,9.4
2,0.01276,220,,102,9.4
3,0.01986,211,,99,9.4
4,0.02686,228,,97,9.4
5,0.03383,225,,97,9.4
6,0.04075,221,,97,9.4
7,0.0475,228,,97,9.2
8,0.05404,240,,97,9.2
9,0.06056,250,,96,9
10,0.06732,230,,94,8.8
11,0.07411,226,,96,8.6
12,0.08087,223,,96,8.4
13,0.08752,201,,97,8.4
14,0.09423,200,,97,8.2
15,0.10121,193,,97,8.2
16,0.10829,189,,97,8.2
17,0.11548,179,,98,8.2
18,0.12272,175,,98,8.2
19,0.12993,182,,99,8.2
20,0.13708,173,,99,8
21,0.14412,176,,100,8
22,0.1513,186,,99,8
23,0.15843,183,,99,8
24,0.16551,182,,100,8
25,0.17256,191,,99,8
26,0.17955,174,,98,8.2
27,0.18666,182,,98,8.2
28,0.1938,194,,99,8.2
29,0.20095,195,,98,8.2
30,0.2082,178,,98,8.2
31,0.21538,182,,99,8.2
32,0.22252,177,,99,8.2
33,0.22968,173,,99,8.2
34,0.2369,173,,99,8.2
35,0.24406,164,,99,8.2
36,0.25115,172,,98,8.2
37,0.25819,177,,98,8.2
38,0.26525,176,,98,8.2
39,0.27244,170,,98,8.2
40,0.2798,157,,100,8.2
41,0.28711,156,,100,8.2
42,0.29428,152,,100,8.2
43,0.30148,154,,100,8.2
44,0.30887,169,,101,8
45,0.31617,152,,101,8
46,0.32345,156,,101,8
47,0.33087,162,,101,8
48,0.33821,159,,100,8
49,0.34529,148,,100,8
50,0.35248,158,,100,8
51,0.35962,154,,99,8
52,0.36694,162,,100,8
53,0.37424,172,,100,8
54,0.38159,168,,101,7.8
55,0.38888,176,,100,7.8
56,0.39603,193,,99,7.8
57,0.40298,188,,99,7.8
58,0.41017,179,,98,7.8
59,0.41725,187,,98,7.8
60,0.42445,188,,98,7.8
61,0.43171,191,,99,7.8
62,0.43899,178,,99,7.8
63,0.44623,179,,100,7.8
64,0.45345,176,,100,7.8
65,0.4608,175,,100,7.8
66,0.46809,170,,101,7.8
67,0.47541,169,,102,7.8
68,0.48268,163,,101,7.8
69,0.48999,166,,101,7.8
70,0.49728,165,,101,7.8
71,0.50463,161,,102,7.8
72,0.51206,158,,102,8
73,0.51962,148,,102,8
74,0.52718,135,,101,8
75,0.53441,114,,101,8
76,0.54177,107,,100,8
77,0.54889,87,,99,8
78,0.55598,108,,98,8
79,0.56303,146,,97,8
80,0.56998,182,,97,8
81,0.57685,207,,95,8
82,0.58352,211,,94,8
83,0.59015,207,,94,8.2
84,0.59696,212,,95,8.2
85,0.60372,215,,95,8.2
86,0.61061,202,,96,8.2
87,0.61748,198,,96,8.2
88,0.62398,216,,96,8.4
89,0.63097,196,,95,8.4
90,0.63791,204,,95,8.2
91,0.64475,206,,95,8.2
92,0.65149,218,,94,8.2
93,0.65812,213,,94,8.2
94,0.6648,186,,94,8.2
95,0.67097,183,,93,8.2
96,0.67743,171,,94,8.2
97,0.68384,149,,95,8.2
98,0.69034,155,,96,8.4
99,0.69713,139,,97,8.4
100,0.70406,126,,98,8.6
101,0.71123,138,,101,8.6
102,0.7186,158,,101,8.6
103,0.72621,160,,105,8.8
104,0.73386,158,,103,8.8
105,0.74147,147,,102,8.8
106,0.74899,164,,102,8.8
107,0.75648,165,,101,9
108,0.76376,166,,101,9
109,0.77102,159,,101,9
110,0.77842,149,,101,9
111,0.78584,145,,101,9
112,0.79326,147,,101,9.2
113,0.80069,151,,101,9.2
114,0.80815,172,,102,9.2
115,0.81568,152,,97,9.2
116,0.82325,155,,95,9.2
117,0.83081,160,,94,9.2
118,0.83842,163,,94,9.2
119,0.84605,177,,94,9
120,0.85371,175,,94,9.2
121,0.86138,173,,94,9.2
122,0.86907,179,,94,9.2
123,0.87675,183,,94,9.2
124,0.88439,190,,94,9.2
125,0.89198,194,,93,9.2
126,0.89955,205,,93,9.2
127,0.90709,208,,93,9
128,0.91463,208,,92,9
129,0.92215,199,,93,9
130,0.9296,210,,92,9
131,0.93705,202,,92,9
132,0.94455,206,,92,9
133,0.95208,205,,92,9
134,0.95963,196,,92,9
135,0.96703,189,,92,8.8
136,0.97415,199,,90,8.8
137,0.98136,216,,90,8.8
138,0.9886,233,,91,8.8
139,0.99582,214,,89,8.8
140,1.0031,231,,90,8.8
141,1.01039,229,,90,8.8
142,1.01765,220,,89,9
143,1.02493,208,,90,9
144,1.03219,208,,89,9
145,1.03938,203,,89,9
146,1.04661,208,,89,9
147,1.05377,192,,89,9.2
148,1.06094,193,,90,9.2
149,1.0682,195,,90,9.2
150,1.07556,189,,90,9.2
151,1.08293,176,,91,9.4
152,1.09042,185,,91,9.4
153,1.09775,187,,91,9.4
154,1.10509,194,,91,9.4
155,1.11237,196,,91,9.4
156,1.1196,187,,90,9.6
157,1.12695,192,,90,9.6
158,1.13423,201,,91,9.6
159,1.14148,183,,90,9.6
160,1.14876,190,,90,9.6
161,1.15611,204,,91,9.6
162,1.16347,208,,91,9.6
163,1.17084,217,,92,9.6
164,1.17824,213,,92,9.6
165,1.18571,196,,92,9.6
166,1.19321,185,,93,9.6
167,1.20072,186,,93,9.6
168,1.20819,170,,93,9.6
169,1.21564,170,,92,9.6
170,1.22307,176,,93,9.6
171,1.23047,175,,92,9.8
172,1.23793,180,,93,9.8
173,1.24538,171,,91,9.8
174,1.25284,167,,93,9.8
175,1.26034,152,,93,9.8
176,1.26784,153,,93,9.8
177,1.27536,157,,92,9.8
178,1.28282,173,,93,9.8
179,1.29032,165,,93,10
180,1.2978,167,,93,10
181,1.30526,166,,93,10
182,1.3127,153,,92,10
183,1.32012,165,,92,10
184,1.32754,168,,92,10
185,1.33494,168,,91,10
186,1.34229,187,,92,10
187,1.34965,208,,92,10
188,1.35709,201,,92,10
189,1.36461,186,,93,10
190,1.37215,186,,93,10
191,1.37966,190,,93,10
192,1.3872,184,,93,10
193,1.39479,197,,93,10
194,1.40219,203,,94,10
195,1.40965,211,,93,10.2
196,1.41722,239,,93,10.2
197,1.42484,241,,95,10.2
198,1.43239,227,,94,10.2
199,1.43999,225,,94,10.4
200,1.44743,222,,93,10.4
201,1.45478,206,,92,10.4
202,1.46212,200,,92,10.4
203,1.46955,197,,92,10.4
204,1.47701,203,,92,10.4
205,1.48444,206,,92,10.4
206,1.49193,196,,93,10.6
207,1.49949,183,,94,10.6
208,1.5072,179,,96,10.6
209,1.51502,161,,97,10.8
210,1.52307,167,,98,10.8
211,1.53129,151,,101,11
212,1.53971,151,,97,11
213,1.54824,134,,96,11.2
214,1.55679,143,,94,11.2
215,1.56545,143,,94,11.2
216,1.57414,119,,94,11.2
217,1.58283,106,,95,11.2
218,1.59138,124,,95,11.2
219,1.59989,141,,95,11.2
220,1.60861,158,,95,11
221,1.61745,150,,94,11
222,1.6263,170,,96,11
223,1.63504,152,,97,11
224,1.6438,151,,97,11
225,1.65269,149,,97,10.8
226,1.66151,155,,98,10.8
227,1.67062,149,,98,10.8
228,1.6796,141,,98,10.8
229,1.68849,132,,99,10.8
230,1.69752,139,,98,10.8
231,1.70669,154,,99,10.8
232,1.71598,154,,100,10.8
233,1.72524,142,,100,10.8
234,1.73444,139,,101,10.8
235,1.74363,139,,101,10.8
236,1.75281,136,,101,10.8
237,1.76207,133,,101,10.8
238,1.7712,136,,99,10.8
239,1.78027,138,,100,10.8
240,1.78938,140,,100,10.8
241,1.79847,144,,100,11
242,1.80744,142,,99,11
243,1.81645,142,,99,11
244,1.82539,143,,99,11.2
245,1.83442,147,,98,11.2
246,1.84332,143,,98,11.2
247,1.85221,145,,98,11.2
248,1.86132,144,,98,11.2
249,1.87023,148,,98,11.2
250,1.8793,144,,98,11.2
251,1.88823,137,,99,11.2
252,1.89678,142,,98,11.4
253,1.90523,145,,98,11.4
254,1.91371,148,,98,11.4
255,1.92194,153,,97,11.4
256,1.93035,154,,95,11.4
257,1.93866,150,,95,11.4
258,1.94719,159,,95,11.4
259,1.95585,154,,95,11.2
260,1.96475,155,,94,11.2
261,1.97357,167,,96,11
262,1.98253,162,,95,11
263,1.99151,152,,96,11
264,2.00043,161,,96,11
265,2.00922,175,,96,11
266,2.01804,168,,97,11.2
267,2.0272,156,,97,11.2
268,2.03622,150,,96,11.2
269,2.04527,150,,96,11.2
270,2.0542,155,,96,11.2
271,2.06309,152,,95,11.4
272,2.07186,164,,95,11.4
273,2.08069,170,,95,11.4
274,2.08926,164,,94,11.4
275,2.09779,170,,94,11.4
276,2.10639,173,,94,11.4
277,2.1151,174,,93,11.4
278,2.12411,172,,93,11.4
279,2.13278,160,,91,11.4
280,2.14144,155,,84,11.4
281,2.15021,170,,83,11.4
282,2.15887,175,,92,11.4
283,2.16742,179,,94,11.4
284,2.17616,182,,95,11.4
285,2.18478,174,,96,11.4
286,2.19332,182,,96,11.4
287,2.2019,179,,97,11.4
288,2.21048,183,,96,11.6
289,2.21906,177,,96,11.4
290,2.22767,172,,97,11.4
291,2.23619,170,,96,11.4
292,2.24474,174,,95,11.4
293,2.25328,174,,95,11.4
294,2.26168,177,,95,11.4
295,2.27014,172,,95,11.4
296,2.27859,176,,96,11.4
297,2.28725,175,,96,11.4
298,2.29578,167,,95,11.6
299,2.30431,167,,95,11.6
300,2.31271,173,,95,11.6
301,2.32122,177,,96,11.6
302,2.32969,170,,95,11.6
303,2.33815,156,,96,11.6
304,2.3467,159,,96,11.6
305,2.35509,162,,96,11.6
306,2.36347,177,,96,11.6
307,2.372,175,,96,11.6
308,2.38025,176,,95,11.6
309,2.38866,179,,95,11.6
310,2.39715,172,,95,11.6
311,2.40563,146,,95,11.6
312,2.41416,160,,96,11.6
313,2.42272,152,,96,11.6
314,2.43131,163,,96,11.6
315,2.43982,158,,97,11.6
316,2.44844,153,,98,11.6
317,2.45699,150,,97,11.6
318,2.46563,148,,98,11.6
319,2.47421,147,,98,11.6
320,2.48283,156,,98,11.6
321,2.49144,150,,98,11.8
322,2.50021,140,,98,11.8
323,2.50898,143,,98,11.8
324,2.51775,131,,98,11.8
325,2.5264,140,,98,11.8
326,2.53503,130,,98,11.8
327,2.54352,135,,98,12
328,2.55211,135,,97,12
329,2.56081,140,,98,12
330,2.56945,118,,97,12
331,2.57802,126,,97,12
332,2.58662,134,,98,12
333,2.59508,130,,97,12
334,2.60357,115,,96,12
335,2.61199,86,,92,12
336,2.62037,57,,81,12
337,2.6286,56,,85,11.8
338,2.63615,69,,87,11.8
339,2.64404,82,,87,11.8
340,2.65182,56,,80,11.8
341,2.65942,0,,0,12
342,2.66688,0,,0,11.8
343,2.67372,0,,0,11.8
344,2.67962,0,,0,12
345,2.68449,0,,0,12
346,2.68795,0,,0,12
347,2.69052,0,,0,12
348,2.69299,0,,0,12
349,2.69598,160,,36,12
350,2.69931,185,,39,12
351,2.70317,253,,39,12
352,2.70768,253,,50,12
353,2.71285,280,,56,12
354,2.71831,283,,61,12
355,2.72412,271,,66,12
356,2.73011,268,,70,12
357,2.73641,257,,74,12
358,2.74295,257,,74,12.2
359,2.74961,261,,75,12.2
360,2.75642,263,,78,12.2
361,2.76334,263,,79,12.2
362,2.77042,251,,81,12.2
363,2.77742,243,,81,12.4
364,2.78457,240,,82,12.4
365,2.79192,233,,84,12.4
